日期Date	指数代码Index Code	指数中文全称Index Chinese Name(Full)	指数中文简称Index Chinese Name	指数英文全称Index English Name(Full)	指数英文简称Index Chinese Name	开盘Open	最高High	最低Low	收盘Close	涨跌Change	涨跌幅(%)Change(%)	成交量（万手）Volume(M Shares)	成交金额（亿元）Turnover	样本数量ConsNumber
20240522	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1052.56	1058.08	1045.63	1056.35	-0.01	0.00	1286.67	127.51	50
20240523	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1053.99	1054.36	1027.67	1029.88	-26.48	-2.51	1429.03	137.14	50
20240524	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1027.68	1035.98	1016.56	1016.56	-13.31	-1.29	1154.54	114.98	50
20240527	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1019.34	1022.66	1000.92	1021.64	5.08	0.50	1391.31	127.36	50
20240528	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1016.29	1016.29	997.96	998.68	-22.96	-2.25	1064.21	98.23	50
20240529	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	997.56	1008.55	996.46	1000.67	1.99	0.20	1014.86	86.74	50
20240530	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	996.31	1004.43	987.60	995.36	-5.30	-0.53	1024.52	89.35	50
20240531	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	996.54	1010.31	996.54	1004.01	8.65	0.87	1168.66	105.85	50
20240603	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1003.03	1007.22	991.00	998.90	-5.12	-0.51	1560.29	132.57	50
20240604	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	994.74	1006.97	989.05	1005.19	6.29	0.63	1525.95	125.40	50
20240605	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	999.37	1003.73	984.76	984.76	-20.43	-2.03	1326.68	112.37	50
20240606	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	987.07	993.60	961.65	965.82	-18.94	-1.92	1688.24	132.53	50
20240607	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	971.52	978.23	955.22	968.73	2.91	0.30	1310.42	112.37	50
20240611	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	962.30	974.07	950.79	970.77	2.04	0.21	1241.73	105.00	50
20240612	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	969.18	992.85	968.64	987.25	16.47	1.70	1363.84	129.18	50
20240613	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	979.57	982.72	971.82	975.50	-11.75	-1.19	1301.16	108.93	50
20240614	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	974.30	983.08	970.37	978.02	2.52	0.26	1774.75	137.03	50
20240617	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	975.95	976.38	964.43	967.76	-10.26	-1.05	1565.81	115.66	50
20240618	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	968.51	974.10	962.94	966.67	-1.09	-0.11	1308.72	103.50	50
20240619	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	968.74	968.74	951.18	951.18	-15.49	-1.60	1136.38	94.28	50
20240620	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	949.61	952.05	927.93	928.11	-23.07	-2.43	1271.33	104.53	50
20240621	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	925.53	934.80	919.00	928.20	0.09	0.01	955.77	75.52	50
20240624	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	922.57	922.57	898.42	898.70	-29.50	-3.18	1377.96	97.90	50
20240625	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	900.39	907.77	883.16	891.05	-7.65	-0.85	1183.47	88.93	50
20240626	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	892.02	936.47	890.83	935.43	44.38	4.98	1854.26	174.90	50
20240627	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	929.08	938.93	919.03	919.58	-15.85	-1.69	1502.71	160.05	50
20240628	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	917.72	931.68	913.77	915.98	-3.60	-0.39	1260.04	123.38	50
20240701	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	911.90	925.48	901.25	923.54	7.56	0.82	1040.11	95.52	50
20240702	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	923.04	933.13	921.08	923.56	0.02	0.00	1230.88	117.52	50
20240703	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	923.05	928.61	915.79	919.70	-3.86	-0.42	930.04	84.45	50
20240704	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	920.94	923.45	898.96	899.95	-19.75	-2.15	1026.50	88.32	50
20240705	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	898.20	912.14	893.16	908.07	8.13	0.90	953.30	88.60	50
20240708	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	904.46	904.46	878.73	881.22	-26.85	-2.96	1087.77	87.34	50
20240709	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	881.21	895.24	867.07	892.55	11.33	1.29	1264.00	101.72	50
20240710	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	886.65	896.41	876.14	877.29	-15.26	-1.71	1195.56	99.34	50
20240711	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	892.33	896.09	882.21	887.30	10.01	1.14	1609.69	122.36	50
20240712	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	885.26	893.96	879.15	880.84	-6.46	-0.73	1335.57	97.40	50
20240715	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	880.23	885.23	873.63	876.46	-4.39	-0.50	1309.94	96.40	50
20240716	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	873.75	881.74	867.40	879.09	2.64	0.30	1206.72	90.36	50
20240717	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	877.83	893.79	876.47	881.82	2.73	0.31	1375.40	119.89	50
20240718	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	873.76	880.40	861.51	877.65	-4.17	-0.47	1179.12	95.49	50
20240719	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	874.24	887.26	873.42	883.15	5.50	0.63	1088.29	96.84	50
20240722	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	881.87	885.42	871.65	881.33	-1.82	-0.21	1118.51	88.78	50
20240723	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	882.02	882.02	856.84	856.84	-24.49	-2.78	1175.49	98.99	50
20240724	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	854.08	861.27	842.34	843.33	-13.52	-1.58	1043.88	83.17	50
20240725	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	838.63	859.55	833.95	852.73	9.40	1.11	1004.25	79.25	50
20240726	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	853.51	867.32	852.63	863.75	11.02	1.29	950.81	75.36	50
20240729	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	864.00	866.63	853.41	862.73	-1.03	-0.12	978.20	70.55	50
20240730	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	859.85	864.77	852.77	860.75	-1.98	-0.23	847.47	64.24	50
20240731	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	859.79	896.27	859.56	895.99	35.24	4.09	1588.45	133.56	50
20240801	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	895.45	903.19	885.01	888.09	-7.89	-0.88	1121.94	92.71	50
20240802	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	882.09	895.26	876.64	877.96	-10.13	-1.14	1054.48	87.31	50
20240805	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	874.06	903.99	873.60	876.10	-1.87	-0.21	1629.71	139.37	50
20240806	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	885.92	898.24	879.46	892.74	16.64	1.90	1307.99	119.05	50
20240807	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	889.02	899.81	883.50	890.07	-2.66	-0.30	1153.44	109.75	50
20240808	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	886.79	894.62	874.30	890.86	0.79	0.09	1173.13	101.46	50
20240809	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	893.22	895.60	870.97	871.41	-19.45	-2.18	1011.85	86.20	50
20240812	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	869.48	880.61	862.07	871.07	-0.34	-0.04	935.68	77.42	50
20240813	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	871.13	874.07	861.78	871.89	0.83	0.09	712.43	59.05	50
20240814	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	871.50	888.76	869.54	880.96	9.06	1.04	1058.21	104.84	50
20240815	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	877.24	907.38	873.63	894.60	13.65	1.55	1579.52	137.52	50
20240816	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	893.49	895.02	882.35	883.66	-10.95	-1.22	973.69	87.16	50
20240819	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	883.28	895.08	883.28	887.73	4.07	0.46	1134.90	97.13	50
20240820	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	887.47	893.53	873.12	876.63	-11.10	-1.25	1337.65	109.26	50
20240821	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	877.66	891.52	866.54	867.11	-9.52	-1.09	1304.47	109.07	50
20240822	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	865.70	873.87	843.86	845.40	-21.71	-2.50	1428.69	111.81	50
20240823	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	843.07	848.66	836.15	842.87	-2.53	-0.30	991.92	78.57	50
20240826	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	842.89	849.03	833.06	844.05	1.17	0.14	899.76	74.47	50
20240827	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	843.66	852.51	837.72	839.24	-4.81	-0.57	1139.76	96.79	50
20240828	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	836.79	849.67	825.90	847.55	8.31	0.99	1181.40	101.77	50
20240829	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	842.84	856.46	840.41	853.81	6.26	0.74	1171.77	94.70	50
20240830	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	854.59	888.68	854.13	877.89	24.08	2.82	1951.46	158.90	50
20240902	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	875.50	878.54	854.50	854.61	-23.28	-2.65	1447.40	115.31	50
20240903	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	854.88	868.65	852.32	863.16	8.56	1.00	993.69	78.24	50
20240904	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	855.35	868.29	852.16	860.77	-2.39	-0.28	886.84	69.48	50
20240905	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	859.84	888.38	859.84	881.98	21.20	2.46	1422.68	120.94	50
20240906	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	882.26	888.19	873.46	875.57	-6.40	-0.73	1064.18	92.73	50
20240909	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	870.96	878.00	864.49	868.85	-6.72	-0.77	980.54	79.58	50
20240910	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	870.25	882.41	856.14	878.43	9.58	1.10	1050.93	86.87	50
20240911	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	874.82	883.38	871.72	877.21	-1.23	-0.14	939.61	84.70	50
20240912	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	876.92	887.24	866.76	866.76	-10.45	-1.19	1145.58	93.10	50
20240913	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	868.42	872.79	857.25	857.33	-9.43	-1.09	959.60	76.84	50
20240918	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	856.71	859.71	839.67	849.57	-7.76	-0.90	850.36	66.72	50
20240919	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	853.04	872.51	845.05	867.45	17.88	2.10	1272.77	96.95	50
20240920	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	866.10	866.71	858.48	865.42	-2.03	-0.23	950.47	71.63	50
20240923	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	864.15	873.32	861.82	863.13	-2.30	-0.27	940.70	75.73	50
20240924	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	868.17	896.52	860.07	896.36	33.24	3.85	1838.34	151.74	50
20240925	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	904.70	939.30	904.70	910.61	14.24	1.59	2503.34	220.34	50
20240926	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	908.50	947.53	906.59	947.53	36.92	4.05	2276.05	193.58	50
20240927	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	964.36	1008.37	959.15	999.42	51.90	5.48	3058.82	256.25	50
20240930	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1040.33	1111.39	1026.95	1106.03	106.61	10.67	4854.58	456.46	50
20241008	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1243.06	1243.06	1114.80	1195.12	89.09	8.05	6238.12	647.93	50
20241009	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1154.35	1154.35	1070.58	1071.43	-123.68	-10.35	4427.35	437.53	50
20241010	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1082.00	1102.65	1047.37	1068.36	-3.07	-0.29	3112.28	306.51	50
20241011	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1061.58	1061.58	1002.76	1015.67	-52.69	-4.93	2446.13	231.63	50
20241014	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1017.95	1041.26	996.89	1039.69	24.02	2.37	2150.70	202.36	50
20241015	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1031.38	1065.42	1022.99	1030.82	-8.88	-0.85	2572.42	254.32	50
20241016	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1013.25	1062.36	1012.35	1044.26	13.44	1.30	2231.60	208.90	50
20241017	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1048.34	1072.39	1043.08	1051.67	7.41	0.71	2577.49	292.42	50
20241018	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1048.26	1099.45	1034.75	1075.05	23.38	2.22	3183.79	341.19	50
20241021	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1077.02	1123.16	1077.02	1107.99	32.94	3.06	3460.27	396.18	50
20241022	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1111.17	1166.60	1111.17	1132.22	24.23	2.19	4606.24	519.38	50
20241023	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1128.01	1130.32	1105.41	1110.11	-22.11	-1.95	3601.67	419.49	50
20241024	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1099.62	1107.16	1086.55	1100.53	-9.58	-0.86	2309.40	257.07	50
20241025	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.86	1131.75	1096.99	1127.81	27.28	2.48	2804.09	331.14	50
20241028	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1130.37	1160.10	1124.89	1152.67	24.86	2.20	3420.80	379.59	50
20241029	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1166.47	1170.23	1126.69	1127.30	-25.37	-2.20	3788.78	398.95	50
20241030	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1118.91	1143.50	1111.80	1124.31	-2.99	-0.26	3291.93	307.41	50
20241031	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1120.02	1137.70	1103.79	1127.11	2.80	0.25	3617.68	345.89	50
20241101	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1123.25	1132.65	1095.94	1096.47	-30.64	-2.72	3755.91	341.46	50
20241104	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1096.40	1119.72	1095.36	1117.60	21.13	1.93	2507.19	227.73	50
20241105	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1115.05	1150.72	1112.64	1150.46	32.86	2.94	3550.24	349.53	50
20241106	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1148.66	1195.39	1148.19	1182.11	31.64	2.75	4581.97	449.38	50
20241107	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1174.43	1196.33	1168.55	1196.10	14.00	1.18	3977.51	350.68	50
20241108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1201.12	1207.90	1175.11	1178.39	-17.71	-1.48	4073.42	391.69	50
20241111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1169.37	1231.91	1169.37	1229.77	51.38	4.36	4269.72	491.90	50
20241112	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1229.92	1229.92	1182.60	1192.14	-37.63	-3.06	4175.70	472.40	50
20241113	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1184.26	1231.99	1184.26	1224.65	32.51	2.73	3724.83	475.18	50
20241114	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1218.74	1243.37	1182.59	1183.44	-41.21	-3.37	4354.23	445.11	50
20241115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1183.28	1237.55	1183.28	1188.28	4.84	0.41	5180.41	530.62	50
20241118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1197.74	1199.23	1122.03	1131.58	-56.70	-4.77	4894.68	453.55	50
20241119	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1125.15	1141.73	1108.75	1141.73	10.15	0.90	3359.75	288.52	50
20241120	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1139.42	1197.02	1138.66	1183.17	41.43	3.63	4434.81	419.19	50
20241121	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1176.46	1200.40	1172.49	1182.95	-0.22	-0.02	4919.02	433.57	50
20241122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1174.71	1214.52	1156.62	1158.58	-24.37	-2.06	5852.22	508.21	50
20241125	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1165.92	1176.07	1135.03	1172.97	14.39	1.24	4930.58	423.37	50
20241126	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1167.60	1208.26	1161.91	1167.14	-5.83	-0.50	5500.01	477.61	50
20241127	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1153.75	1213.17	1139.51	1213.02	45.88	3.93	5987.67	496.21	50
20241128	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1216.38	1238.92	1192.93	1195.80	-17.22	-1.42	6252.40	538.51	50
20241129	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1196.04	1230.87	1189.50	1220.33	24.53	2.05	4276.15	443.91	50
20241202	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1223.28	1254.15	1223.28	1246.53	26.20	2.15	4413.09	461.29	50
20241203	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1249.53	1251.74	1230.60	1242.19	-4.34	-0.35	5162.00	438.48	50
20241204	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1245.59	1248.95	1206.07	1222.49	-19.70	-1.59	6992.87	499.36	50
20241205	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1221.21	1283.48	1220.90	1280.09	57.60	4.71	6367.49	581.91	50
20241206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.63	1325.98	1281.77	1315.24	35.15	2.75	9070.84	813.35	50
20241209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1318.60	1320.76	1289.74	1308.05	-7.20	-0.55	7420.76	666.53	50
20241210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1337.86	1342.86	1296.75	1297.95	-10.10	-0.77	8229.27	767.32	50
20241211	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1287.32	1313.74	1285.09	1301.88	3.93	0.30	6621.99	581.57	50
20241212	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1310.36	1315.18	1286.57	1307.46	5.57	0.43	6292.91	603.35	50
20241213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1296.19	1339.16	1296.19	1313.98	6.53	0.50	6489.82	678.16	50
20241216	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1315.90	1317.59	1276.72	1287.07	-26.92	-2.05	5585.03	619.15	50
20241217	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1281.48	1281.90	1239.90	1243.72	-43.35	-3.37	4487.95	476.26	50
20241218	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1244.04	1274.07	1236.60	1260.93	17.21	1.38	4060.60	425.43	50
20241219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1245.77	1273.54	1235.42	1269.29	8.35	0.66	4595.93	435.91	50
20241220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1259.66	1279.55	1259.43	1276.49	7.21	0.57	4580.55	411.11	50
20241223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.15	1274.15	1212.85	1214.81	-61.68	-4.83	4255.08	388.37	50
20241224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1214.40	1220.43	1201.93	1216.36	1.55	0.13	3413.45	281.19	50
20241225	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1214.13	1215.09	1183.24	1195.96	-20.40	-1.68	3168.71	277.99	50
20241226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1193.89	1209.10	1193.89	1196.94	0.98	0.08	2429.25	222.99	50
20241227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1196.07	1214.55	1188.32	1193.97	-2.97	-0.25	2672.72	246.08	50
20241230	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1192.78	1203.64	1175.10	1192.69	-1.28	-0.11	2464.68	219.67	50
20241231	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1195.45	1197.96	1156.79	1156.79	-35.90	-3.01	2927.76	248.07	50
20250102	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1155.94	1167.15	1117.67	1128.76	-28.03	-2.42	2858.94	250.66	50
20250103	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1131.22	1134.94	1086.56	1088.25	-40.50	-3.59	3022.90	245.60	50
20250106	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1085.88	1095.49	1069.40	1077.40	-10.86	-1.00	2267.32	181.05	50
20250107	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1079.20	1095.23	1076.40	1094.47	17.07	1.58	2741.69	191.27	50
20250108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1090.78	1105.87	1065.79	1098.96	4.50	0.41	3775.93	254.30	50
20250109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1094.73	1111.20	1092.26	1101.73	2.77	0.25	3867.92	259.64	50
20250110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.91	1112.45	1073.55	1073.66	-28.08	-2.55	4357.58	280.67	50
20250113	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1060.16	1078.12	1051.16	1068.96	-4.70	-0.44	3147.05	195.04	50
20250114	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1079.64	1124.96	1068.19	1124.96	56.00	5.24	3891.46	306.74	50
20250115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1134.47	1143.18	1128.44	1134.09	9.13	0.81	3647.22	345.59	50
20250116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1138.41	1162.88	1122.74	1137.00	2.91	0.26	5484.60	405.25	50
20250117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1125.15	1137.16	1118.93	1126.46	-10.54	-0.93	3362.02	249.79	50
20250120	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1138.20	1145.03	1125.94	1130.53	4.07	0.36	3286.14	259.14	50
20250121	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1133.82	1140.09	1116.03	1133.00	2.47	0.22	3050.13	256.82	50
20250122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1125.26	1125.26	1111.75	1120.13	-12.87	-1.14	3015.03	228.25	50
20250123	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1132.58	1152.64	1125.91	1126.10	5.97	0.53	3349.19	273.59	50
20250124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1118.52	1152.94	1115.61	1149.39	23.29	2.07	3259.07	294.09	50
20250127	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1164.57	1169.07	1150.80	1151.11	1.72	0.15	2847.94	273.95	50
20250205	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1177.74	1201.67	1173.65	1201.65	50.54	4.39	4768.03	469.51	50
20250206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1200.02	1234.67	1192.92	1231.31	29.65	2.47	5756.79	536.83	50
20250207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1228.23	1259.82	1224.72	1242.33	11.02	0.90	5802.91	579.81	50
20250210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1248.31	1284.60	1247.48	1283.82	41.49	3.34	5603.09	545.48	50
20250211	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1287.82	1305.84	1273.47	1296.81	12.99	1.01	6100.91	576.81	50
20250212	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1293.86	1330.58	1292.41	1327.53	30.72	2.37	5429.97	568.49	50
20250213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1341.84	1366.20	1317.88	1344.61	17.08	1.29	6588.75	736.35	50
20250214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1351.50	1372.55	1319.61	1368.32	23.71	1.76	6209.89	739.85	50
20250217	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1391.74	1402.99	1339.18	1349.64	-18.67	-1.36	6180.96	822.26	50
20250218	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1345.45	1353.47	1285.70	1292.86	-56.78	-4.21	5279.64	631.96	50
20250219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1289.54	1312.61	1284.29	1310.21	17.35	1.34	3857.68	478.00	50
20250220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1306.45	1316.47	1291.17	1296.23	-13.98	-1.07	3721.18	442.77	50
20250221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1301.88	1336.64	1284.90	1333.53	37.30	2.88	5543.02	622.63	50
20250224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1330.93	1335.67	1312.87	1320.97	-12.56	-0.94	4980.55	547.24	50
20250225	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.53	1301.90	1277.86	1282.81	-38.16	-2.89	3717.08	423.86	50
20250226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1293.24	1296.56	1276.36	1284.51	1.69	0.13	3363.48	368.56	50
20250227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1282.15	1294.58	1256.73	1272.90	-11.60	-0.90	3540.21	398.76	50
20250228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1264.07	1266.83	1218.11	1220.88	-52.02	-4.09	3598.52	366.36	50
20250303	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1228.14	1253.24	1213.77	1236.79	15.91	1.30	3069.12	320.61	50
